gene	KO	pathway	description
Ag_03971	K00706	map00500	Starch and sucrose metabolism
Ag_03971	K00706	map01100	Metabolic pathways
Ag_03971	K00706	map04011	MAPK signaling pathway - yeast
Ag_03975	K19355	map00051	Fructose and mannose metabolism
Ag_03975	K19355	map01100	Metabolic pathways
Ag_03976	K10844	map03022	Basal transcription factors
Ag_03976	K10844	map03420	Nucleotide excision repair
Ag_03977	K08955	map04139	Mitophagy - yeast
Ag_03983	K03841	map00010	Glycolysis / Gluconeogenesis
Ag_03983	K03841	map00030	Pentose phosphate pathway
Ag_03983	K03841	map00051	Fructose and mannose metabolism
Ag_03983	K03841	map00680	Methane metabolism
Ag_03983	K03841	map01100	Metabolic pathways
Ag_03983	K03841	map01110	Biosynthesis of secondary metabolites
Ag_03983	K03841	map01200	Carbon metabolism
Ag_03985	K00288	map00670	One carbon pool by folate
Ag_03985	K00288	map01100	Metabolic pathways
Ag_03985	K00288	map01240	Biosynthesis of cofactors
Ag_03987	K01889	map00970	Aminoacyl-tRNA biosynthesis
Ag_03998	K10396	map04144	Endocytosis
Ag_04004	K10967	map00514	Other types of O-glycan biosynthesis
Ag_04007	K19801	map00562	Inositol phosphate metabolism
Ag_04007	K19801	map01100	Metabolic pathways
Ag_04007	K19801	map04070	Phosphatidylinositol signaling system
Ag_04008	K12669	map00510	N-Glycan biosynthesis
Ag_04008	K12669	map00513	Various types of N-glycan biosynthesis
Ag_04008	K12669	map01100	Metabolic pathways
Ag_04008	K12669	map04141	Protein processing in endoplasmic reticulum
Ag_04009	K17260	map04138	Autophagy - yeast
Ag_04009	K17260	map04144	Endocytosis
Ag_04015	K11228	map04011	MAPK signaling pathway - yeast
Ag_04019	K00236	map00020	Citrate cycle (TCA cycle)
Ag_04019	K00236	map00190	Oxidative phosphorylation
Ag_04019	K00236	map01100	Metabolic pathways
Ag_04019	K00236	map01110	Biosynthesis of secondary metabolites
Ag_04019	K00236	map01200	Carbon metabolism
Ag_04021	K12587	map03018	RNA degradation
Ag_04025	K03127	map03022	Basal transcription factors
Ag_04032	K09658	map00510	N-Glycan biosynthesis
Ag_04032	K09658	map00563	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis
Ag_04032	K09658	map01100	Metabolic pathways
Ag_04051	K03106	map03060	Protein export
Ag_04054	K13126	map03013	RNA transport
Ag_04054	K13126	map03015	mRNA surveillance pathway
Ag_04054	K13126	map03018	RNA degradation
Ag_04058	K00944	map00230	Purine metabolism
Ag_04058	K00944	map01110	Biosynthesis of secondary metabolites
Ag_04058	K00944	map01240	Biosynthesis of cofactors
Ag_04062	K17906	map04136	Autophagy - other
Ag_04062	K17906	map04138	Autophagy - yeast
Ag_04063	K02896	map03010	Ribosome
Ag_04068	K01915	map00220	Arginine biosynthesis
Ag_04068	K01915	map00250	Alanine, aspartate and glutamate metabolism
Ag_04068	K01915	map00630	Glyoxylate and dicarboxylate metabolism
Ag_04068	K01915	map00910	Nitrogen metabolism
Ag_04068	K01915	map01100	Metabolic pathways
Ag_04068	K01915	map01230	Biosynthesis of amino acids
Ag_04069	K14554	map03008	Ribosome biogenesis in eukaryotes
Ag_04071	K05284	map00563	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis
Ag_04071	K05284	map01100	Metabolic pathways
Ag_04072	K07953	map04141	Protein processing in endoplasmic reticulum
Ag_04077	K01673	map00910	Nitrogen metabolism
Ag_04077	K01673	map01100	Metabolic pathways
Ag_04082	K02937	map03010	Ribosome
Ag_04089	K15053	map04144	Endocytosis
Ag_04091	K00128	map00010	Glycolysis / Gluconeogenesis
Ag_04091	K00128	map00053	Ascorbate and aldarate metabolism
Ag_04091	K00128	map00071	Fatty acid degradation
Ag_04091	K00128	map00280	Valine, leucine and isoleucine degradation
Ag_04091	K00128	map00310	Lysine degradation
Ag_04091	K00128	map00330	Arginine and proline metabolism
Ag_04091	K00128	map00340	Histidine metabolism
Ag_04091	K00128	map00380	Tryptophan metabolism
Ag_04091	K00128	map00410	beta-Alanine metabolism
Ag_04091	K00128	map00561	Glycerolipid metabolism
Ag_04091	K00128	map00620	Pyruvate metabolism
Ag_04091	K00128	map00770	Pantothenate and CoA biosynthesis
Ag_04091	K00128	map01100	Metabolic pathways
Ag_04091	K00128	map01110	Biosynthesis of secondary metabolites
Ag_04091	K00128	map01240	Biosynthesis of cofactors
Ag_04099	K02952	map03010	Ribosome
Ag_04109	K03538	map03008	Ribosome biogenesis in eukaryotes
Ag_04109	K03538	map03013	RNA transport
Ag_04111	K13719	map04141	Protein processing in endoplasmic reticulum
Ag_04112	K02149	map00190	Oxidative phosphorylation
Ag_04112	K02149	map01100	Metabolic pathways
Ag_04112	K02149	map04145	Phagosome
Ag_04120	K02898	map03010	Ribosome
Ag_04121	K10686	map04120	Ubiquitin mediated proteolysis
Ag_04122	K11108	map03008	Ribosome biogenesis in eukaryotes
Ag_04124	K08726	map00590	Arachidonic acid metabolism
Ag_04124	K08726	map01100	Metabolic pathways
Ag_04124	K08726	map04146	Peroxisome
Ag_04129	K02906	map03010	Ribosome
Ag_04133	K14016	map04141	Protein processing in endoplasmic reticulum
Ag_04139	K03660	map03410	Base excision repair
Ag_04143	K07936	map03008	Ribosome biogenesis in eukaryotes
Ag_04143	K07936	map03013	RNA transport
Ag_04149	K12872	map03040	Spliceosome
Ag_04154	K02304	map00860	Porphyrin and chlorophyll metabolism
Ag_04154	K02304	map01100	Metabolic pathways
Ag_04154	K02304	map01110	Biosynthesis of secondary metabolites
Ag_04154	K02304	map01240	Biosynthesis of cofactors
Ag_04161	K10875	map03440	Homologous recombination
Ag_04170	K00323	map00760	Nicotinate and nicotinamide metabolism
Ag_04170	K00323	map01100	Metabolic pathways
Ag_04171	K18123	map00330	Arginine and proline metabolism
Ag_04171	K18123	map00630	Glyoxylate and dicarboxylate metabolism
Ag_04171	K18123	map01100	Metabolic pathways
Ag_04185	K11130	map03008	Ribosome biogenesis in eukaryotes
Ag_04192	K04718	map00600	Sphingolipid metabolism
Ag_04192	K04718	map01100	Metabolic pathways
Ag_04195	K02899	map03010	Ribosome
Ag_04196	K03094	map04111	Cell cycle - yeast
Ag_04196	K03094	map04120	Ubiquitin mediated proteolysis
Ag_04196	K03094	map04141	Protein processing in endoplasmic reticulum
Ag_04201	K01487	map00230	Purine metabolism
Ag_04201	K01487	map01100	Metabolic pathways
Ag_04202	K17900	map00561	Glycerolipid metabolism
Ag_04202	K17900	map01100	Metabolic pathways
Ag_04202	K17900	map04138	Autophagy - yeast
Ag_04205	K10772	map03410	Base excision repair
Ag_04209	K21798	map00562	Inositol phosphate metabolism
Ag_04209	K21798	map01100	Metabolic pathways
Ag_04209	K21798	map04070	Phosphatidylinositol signaling system
Ag_04211	K12845	map03008	Ribosome biogenesis in eukaryotes
Ag_04211	K12845	map03040	Spliceosome
Ag_04212	K10577	map03013	RNA transport
Ag_04212	K10577	map04120	Ubiquitin mediated proteolysis
Ag_04215	K00682	map00480	Glutathione metabolism
Ag_04215	K00682	map01100	Metabolic pathways
Ag_04217	K02737	map03050	Proteasome
Ag_04221	K00108	map00260	Glycine, serine and threonine metabolism
Ag_04221	K00108	map01100	Metabolic pathways
Ag_04242	K00764	map00230	Purine metabolism
Ag_04242	K00764	map00250	Alanine, aspartate and glutamate metabolism
Ag_04242	K00764	map01100	Metabolic pathways
Ag_04242	K00764	map01110	Biosynthesis of secondary metabolites
Ag_04243	K01694	map00260	Glycine, serine and threonine metabolism
Ag_04243	K01694	map00400	Phenylalanine, tyrosine and tryptophan biosynthesis
Ag_04243	K01694	map01100	Metabolic pathways
Ag_04243	K01694	map01110	Biosynthesis of secondary metabolites
Ag_04243	K01694	map01230	Biosynthesis of amino acids
Ag_04246	K12948	map03060	Protein export
Ag_04287	K07973	map04011	MAPK signaling pathway - yeast
Ag_04288	K07973	map04011	MAPK signaling pathway - yeast
Ag_04299	K03754	map03013	RNA transport
Ag_04303	K05286	map00563	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis
Ag_04303	K05286	map01100	Metabolic pathways
Ag_04304	K00826	map00270	Cysteine and methionine metabolism
Ag_04304	K00826	map00280	Valine, leucine and isoleucine degradation
Ag_04304	K00826	map00290	Valine, leucine and isoleucine biosynthesis
Ag_04304	K00826	map00770	Pantothenate and CoA biosynthesis
Ag_04304	K00826	map01100	Metabolic pathways
Ag_04304	K00826	map01110	Biosynthesis of secondary metabolites
Ag_04304	K00826	map01210	2-Oxocarboxylic acid metabolism
Ag_04304	K00826	map01230	Biosynthesis of amino acids
Ag_04304	K00826	map01240	Biosynthesis of cofactors
Ag_04308	K02875	map03010	Ribosome
Ag_04317	K19572	map00230	Purine metabolism
Ag_04317	K19572	map01100	Metabolic pathways
Ag_04319	K00108	map00260	Glycine, serine and threonine metabolism
Ag_04319	K00108	map01100	Metabolic pathways
Ag_04320	K01904	map00130	Ubiquinone and other terpenoid-quinone biosynthesis
Ag_04320	K01904	map01100	Metabolic pathways
Ag_04320	K01904	map01110	Biosynthesis of secondary metabolites
Ag_04321	K02326	map03030	DNA replication
Ag_04321	K02326	map03410	Base excision repair
Ag_04321	K02326	map03420	Nucleotide excision repair
Ag_04336	K00167	map00280	Valine, leucine and isoleucine degradation
Ag_04336	K00167	map00640	Propanoate metabolism
Ag_04336	K00167	map01100	Metabolic pathways
Ag_04336	K00167	map01110	Biosynthesis of secondary metabolites
Ag_04340	K03781	map00380	Tryptophan metabolism
Ag_04340	K03781	map00630	Glyoxylate and dicarboxylate metabolism
Ag_04340	K03781	map01100	Metabolic pathways
Ag_04340	K03781	map01110	Biosynthesis of secondary metabolites
Ag_04340	K03781	map01200	Carbon metabolism
Ag_04340	K03781	map04011	MAPK signaling pathway - yeast
Ag_04340	K03781	map04146	Peroxisome
Ag_04354	K00888	map00562	Inositol phosphate metabolism
Ag_04354	K00888	map01100	Metabolic pathways
Ag_04354	K00888	map04011	MAPK signaling pathway - yeast
Ag_04354	K00888	map04070	Phosphatidylinositol signaling system
Ag_04356	K00888	map00562	Inositol phosphate metabolism
Ag_04356	K00888	map01100	Metabolic pathways
Ag_04356	K00888	map04011	MAPK signaling pathway - yeast
Ag_04356	K00888	map04070	Phosphatidylinositol signaling system
Ag_04360	K06063	map03040	Spliceosome
Ag_04364	K00297	map00670	One carbon pool by folate
Ag_04364	K00297	map01100	Metabolic pathways
Ag_04364	K00297	map01200	Carbon metabolism
Ag_04365	K17606	map04136	Autophagy - other
Ag_04365	K17606	map04138	Autophagy - yeast
Ag_04374	K05019	map03013	RNA transport
Ag_04387	K02210	map03030	DNA replication
Ag_04387	K02210	map04111	Cell cycle - yeast
Ag_04387	K02210	map04113	Meiosis - yeast
Ag_04391	K00558	map00270	Cysteine and methionine metabolism
Ag_04391	K00558	map01100	Metabolic pathways
Ag_04401	K02951	map03010	Ribosome
Ag_04402	K17907	map04136	Autophagy - other
Ag_04402	K17907	map04138	Autophagy - yeast
Ag_04406	K01673	map00910	Nitrogen metabolism
Ag_04406	K01673	map01100	Metabolic pathways
Ag_04410	K01649	map00290	Valine, leucine and isoleucine biosynthesis
Ag_04410	K01649	map00620	Pyruvate metabolism
Ag_04410	K01649	map01100	Metabolic pathways
Ag_04410	K01649	map01110	Biosynthesis of secondary metabolites
Ag_04410	K01649	map01210	2-Oxocarboxylic acid metabolism
Ag_04410	K01649	map01230	Biosynthesis of amino acids
Ag_04411	K01885	map00860	Porphyrin and chlorophyll metabolism
Ag_04411	K01885	map00970	Aminoacyl-tRNA biosynthesis
Ag_04411	K01885	map01100	Metabolic pathways
Ag_04411	K01885	map01110	Biosynthesis of secondary metabolites
Ag_04411	K01885	map01240	Biosynthesis of cofactors
Ag_04420	K02133	map00190	Oxidative phosphorylation
Ag_04420	K02133	map01100	Metabolic pathways
Ag_04423	K03885	map00190	Oxidative phosphorylation
Ag_04424	K14399	map03015	mRNA surveillance pathway
Ag_04428	K03781	map00380	Tryptophan metabolism
Ag_04428	K03781	map00630	Glyoxylate and dicarboxylate metabolism
Ag_04428	K03781	map01100	Metabolic pathways
Ag_04428	K03781	map01110	Biosynthesis of secondary metabolites
Ag_04428	K03781	map01200	Carbon metabolism
Ag_04428	K03781	map04011	MAPK signaling pathway - yeast
Ag_04428	K03781	map04146	Peroxisome
Ag_04452	K02219	map04111	Cell cycle - yeast
Ag_04507	K01593	map00350	Tyrosine metabolism
Ag_04507	K01593	map00360	Phenylalanine metabolism
Ag_04507	K01593	map00380	Tryptophan metabolism
Ag_04507	K01593	map01100	Metabolic pathways
Ag_04507	K01593	map01110	Biosynthesis of secondary metabolites
Ag_04519	K14308	map03013	RNA transport
Ag_04522	K02901	map03010	Ribosome
Ag_04535	K00654	map00600	Sphingolipid metabolism
Ag_04535	K00654	map01100	Metabolic pathways
Ag_04535	K00654	map04138	Autophagy - yeast
Ag_04545	K00012	map00040	Pentose and glucuronate interconversions
Ag_04545	K00012	map00053	Ascorbate and aldarate metabolism
Ag_04545	K00012	map00520	Amino sugar and nucleotide sugar metabolism
Ag_04545	K00012	map01100	Metabolic pathways
Ag_04545	K00012	map01240	Biosynthesis of cofactors
Ag_04586	K00706	map00500	Starch and sucrose metabolism
Ag_04586	K00706	map01100	Metabolic pathways
Ag_04586	K00706	map04011	MAPK signaling pathway - yeast
Ag_04589	K04564	map04146	Peroxisome
Ag_04609	K00459	map00910	Nitrogen metabolism
Ag_04609	K00459	map01100	Metabolic pathways
Ag_04611	K03349	map04111	Cell cycle - yeast
Ag_04611	K03349	map04113	Meiosis - yeast
Ag_04611	K03349	map04120	Ubiquitin mediated proteolysis
Ag_04616	K00588	map01100	Metabolic pathways
Ag_04616	K00588	map01110	Biosynthesis of secondary metabolites
Ag_04620	K03783	map00230	Purine metabolism
Ag_04620	K03783	map00240	Pyrimidine metabolism
Ag_04620	K03783	map00760	Nicotinate and nicotinamide metabolism
Ag_04620	K03783	map01100	Metabolic pathways
Ag_04620	K03783	map01110	Biosynthesis of secondary metabolites
Ag_04624	K00031	map00020	Citrate cycle (TCA cycle)
Ag_04624	K00031	map00480	Glutathione metabolism
Ag_04624	K00031	map01100	Metabolic pathways
Ag_04624	K00031	map01110	Biosynthesis of secondary metabolites
Ag_04624	K00031	map01200	Carbon metabolism
Ag_04624	K00031	map01210	2-Oxocarboxylic acid metabolism
Ag_04624	K00031	map01230	Biosynthesis of amino acids
Ag_04624	K00031	map04146	Peroxisome
Ag_04625	K15428	map00480	Glutathione metabolism
Ag_04625	K15428	map01100	Metabolic pathways
Ag_04633	K05917	map00100	Steroid biosynthesis
Ag_04633	K05917	map01100	Metabolic pathways
Ag_04633	K05917	map01110	Biosynthesis of secondary metabolites
Ag_04652	K10956	map03060	Protein export
Ag_04652	K10956	map04141	Protein processing in endoplasmic reticulum
Ag_04652	K10956	map04145	Phagosome
Ag_04660	K04486	map00340	Histidine metabolism
Ag_04660	K04486	map01100	Metabolic pathways
Ag_04660	K04486	map01110	Biosynthesis of secondary metabolites
Ag_04660	K04486	map01230	Biosynthesis of amino acids
Ag_04662	K00560	map00240	Pyrimidine metabolism
Ag_04662	K00560	map00670	One carbon pool by folate
Ag_04662	K00560	map01100	Metabolic pathways
Ag_04667	K01426	map00330	Arginine and proline metabolism
Ag_04667	K01426	map00360	Phenylalanine metabolism
Ag_04667	K01426	map00380	Tryptophan metabolism
Ag_04667	K01426	map01100	Metabolic pathways
Ag_04685	K00560	map00240	Pyrimidine metabolism
Ag_04685	K00560	map00670	One carbon pool by folate
Ag_04685	K00560	map01100	Metabolic pathways
Ag_04686	K00560	map00240	Pyrimidine metabolism
Ag_04686	K00560	map00670	One carbon pool by folate
Ag_04686	K00560	map01100	Metabolic pathways
Ag_04691	K02962	map03010	Ribosome
Ag_04692	K02957	map03010	Ribosome
Ag_04693	K16368	map00564	Glycerophospholipid metabolism
Ag_04693	K16368	map01100	Metabolic pathways
Ag_04693	K16368	map01110	Biosynthesis of secondary metabolites
Ag_04712	K00799	map00480	Glutathione metabolism
Ag_04712	K00799	map01100	Metabolic pathways
Ag_04716	K01951	map00230	Purine metabolism
Ag_04716	K01951	map01100	Metabolic pathways
Ag_04717	K12618	map03008	Ribosome biogenesis in eukaryotes
Ag_04717	K12618	map03018	RNA degradation
Ag_04720	K01613	map00564	Glycerophospholipid metabolism
Ag_04720	K01613	map01100	Metabolic pathways
Ag_04720	K01613	map01110	Biosynthesis of secondary metabolites
Ag_04721	K03064	map03050	Proteasome
Ag_04729	K00801	map00100	Steroid biosynthesis
Ag_04729	K00801	map00909	Sesquiterpenoid and triterpenoid biosynthesis
Ag_04729	K00801	map01100	Metabolic pathways
Ag_04729	K00801	map01110	Biosynthesis of secondary metabolites
Ag_04735	K04077	map03018	RNA degradation
Ag_04736	K00463	map00380	Tryptophan metabolism
Ag_04736	K00463	map01100	Metabolic pathways
Ag_04736	K00463	map01240	Biosynthesis of cofactors
Ag_04737	K07541	map00563	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis
Ag_04737	K07541	map01100	Metabolic pathways
Ag_04739	K00463	map00380	Tryptophan metabolism
Ag_04739	K00463	map01100	Metabolic pathways
Ag_04739	K00463	map01240	Biosynthesis of cofactors
Ag_04742	K02930	map03010	Ribosome
Ag_04748	K02947	map03010	Ribosome
Ag_04749	K00507	map01040	Biosynthesis of unsaturated fatty acids
Ag_04749	K00507	map01100	Metabolic pathways
Ag_04749	K00507	map01212	Fatty acid metabolism
Ag_04751	K01785	map00010	Glycolysis / Gluconeogenesis
Ag_04751	K01785	map00052	Galactose metabolism
Ag_04751	K01785	map01100	Metabolic pathways
Ag_04751	K01785	map01110	Biosynthesis of secondary metabolites
Ag_04782	K02603	map04111	Cell cycle - yeast
Ag_04782	K02603	map04113	Meiosis - yeast
Ag_04786	K17900	map00561	Glycerolipid metabolism
Ag_04786	K17900	map01100	Metabolic pathways
Ag_04786	K17900	map04138	Autophagy - yeast
Ag_04798	K03264	map03008	Ribosome biogenesis in eukaryotes
Ag_04801	K00505	map00350	Tyrosine metabolism
Ag_04801	K00505	map01100	Metabolic pathways
Ag_04801	K00505	map01110	Biosynthesis of secondary metabolites
Ag_04803	K14209	map04138	Autophagy - yeast
Ag_04807	K14006	map04141	Protein processing in endoplasmic reticulum
Ag_04819	K12661	map00051	Fructose and mannose metabolism
Ag_04819	K12661	map01100	Metabolic pathways
Ag_04823	K12661	map00051	Fructose and mannose metabolism
Ag_04823	K12661	map01100	Metabolic pathways
Ag_04828	K12661	map00051	Fructose and mannose metabolism
Ag_04828	K12661	map01100	Metabolic pathways
Ag_04836	K03139	map03022	Basal transcription factors
Ag_04837	K03847	map00510	N-Glycan biosynthesis
Ag_04837	K03847	map00513	Various types of N-glycan biosynthesis
Ag_04837	K03847	map01100	Metabolic pathways
Ag_04840	K21157	map04138	Autophagy - yeast
Ag_04841	K14265	map00380	Tryptophan metabolism
Ag_04841	K14265	map01100	Metabolic pathways
Ag_04842	K05681	map02010	ABC transporters
Ag_04857	K01469	map00480	Glutathione metabolism
Ag_04857	K01469	map01100	Metabolic pathways
Ag_04865	K02201	map00770	Pantothenate and CoA biosynthesis
Ag_04865	K02201	map01100	Metabolic pathways
Ag_04865	K02201	map01240	Biosynthesis of cofactors
Ag_04866	K06679	map04111	Cell cycle - yeast
Ag_04866	K06679	map04113	Meiosis - yeast
Ag_04870	K19860	map04011	MAPK signaling pathway - yeast
Ag_04872	K10365	map04144	Endocytosis
Ag_04874	K17066	map00680	Methane metabolism
Ag_04874	K17066	map01100	Metabolic pathways
Ag_04874	K17066	map01200	Carbon metabolism
Ag_04876	K03245	map03013	RNA transport
Ag_04879	K19845	map04011	MAPK signaling pathway - yeast
Ag_04887	K02153	map00190	Oxidative phosphorylation
Ag_04887	K02153	map01100	Metabolic pathways
Ag_04887	K02153	map04145	Phagosome
Ag_04890	K01078	map00730	Thiamine metabolism
Ag_04890	K01078	map00740	Riboflavin metabolism
Ag_04890	K01078	map01100	Metabolic pathways
Ag_04897	K10756	map03030	DNA replication
Ag_04897	K10756	map03420	Nucleotide excision repair
Ag_04897	K10756	map03430	Mismatch repair
Ag_04898	K17066	map00680	Methane metabolism
Ag_04898	K17066	map01100	Metabolic pathways
